DATE,SP500,T10YFF,CORESTICKM159SFRBATL,PCE,JTSJOL
1999-02-01,.,0.22368421052631578947,2.316234,6099.2,.
1999-03-01,.,0.40869565217391304348,2.237507,6133.0,.
1999-04-01,.,0.42318181818181818182,2.226592,6199.5,.
1999-05-01,.,0.79850000000000000000,2.153318,6232.1,.
1999-06-01,.,1.1322727272727273,2.070264,6260.3,.
1999-07-01,.,0.76857142857142857143,2.111144,6287.6,.
1999-08-01,.,0.85227272727272727273,2.094839,6331.9,.
1999-09-01,.,0.65619047619047619048,2.070746,6386.5,.
1999-10-01,.,0.90900000000000000000,2.04962,6411.4,.
1999-11-01,.,0.61450000000000000000,2.147821,6448.7,.
1999-12-01,.,0.96590909090909090909,2.167848,6541.0,.
2000-01-01,.,1.1040000000000000,2.335519,6542.9,.
2000-02-01,.,0.77300000000000000000,2.379221,6625.3,.
2000-03-01,.,0.38521739130434782609,2.483286,6686.5,.
2000-04-01,.,-0.02263157894736842105,2.409239,6679.1,.
2000-05-01,.,0.16818181818181818182,2.558647,6709.7,.
2000-06-01,.,-0.45227272727272727273,2.701492,6746.9,.
2000-07-01,.,-0.46450000000000000000,2.71297,6768.5,.
2000-08-01,.,-0.67652173913043478261,2.874818,6802.8,.
2000-09-01,.,-0.71550000000000000000,2.897082,6888.6,.
2000-10-01,.,-0.78333333333333333333,2.919941,6893.8,.
2000-11-01,.,-0.80619047619047619048,2.870145,6909.8,.
2000-12-01,.,-1.2110000000000000,2.972089,6952.2,5088
2001-01-01,.,-0.86190476190476190476,2.878468,6987.4,5234
2001-02-01,.,-0.40947368421052631579,2.979742,7001.8,5097
2001-03-01,.,-0.42318181818181818182,2.961886,6996.7,4762
2001-04-01,.,0.33700000000000000000,3.091112,7004.2,4615
2001-05-01,.,1.1595454545454545,3.07401,7052.8,4425
2001-06-01,.,1.3328571428571429,3.200619,7069.7,4361
2001-07-01,.,1.4552380952380952,3.207811,7082.3,4447
2001-08-01,.,1.3143478260869565,3.251713,7121.7,4024
2001-09-01,.,1.8394117647058824,3.388746,7007.0,4071
2001-10-01,.,2.0650000000000000,3.484066,7212.9,3707
2001-11-01,.,2.5435000000000000,3.601999,7182.3,3775
2001-12-01,.,3.2720000000000000,3.564921,7166.7,3677
2002-01-01,.,3.2847619047619048,3.557463,7184.6,3699
2002-02-01,.,3.1652631578947368,3.527436,7225.2,3436
2002-03-01,.,3.5585000000000000,3.46848,7243.4,3612
2002-04-01,.,3.4522727272727273,3.465822,7312.5,3471
2002-05-01,.,3.4054545454545455,3.452132,7288.9,3457
2002-06-01,.,3.1750000000000000,3.241692,7322.5,3412
2002-07-01,.,2.9163636363636364,3.263706,7387.3,3367
2002-08-01,.,2.5031818181818182,3.146595,7412.6,3517
2002-09-01,.,2.1160000000000000,3.026606,7391.5,3301
2002-10-01,.,2.1813636363636364,2.937194,7435.2,3479
2002-11-01,.,2.7136842105263158,2.824322,7463.8,3514
2002-12-01,.,2.7861904761904762,2.792164,7519.9,3169
2003-01-01,.,2.7928571428571429,2.778159,7541.3,3441
2003-02-01,.,2.6426315789473684,2.69562,7548.6,3229
2003-03-01,.,2.5566666666666667,2.619135,7611.5,3099
2003-04-01,.,2.6947619047619048,2.450573,7634.5,3108
2003-05-01,.,2.3004761904761905,2.338588,7650.3,3289
2003-06-01,.,2.1047619047619048,2.261697,7699.6,3390
2003-07-01,.,2.9540909090909091,2.228217,7757.0,2981
2003-08-01,.,3.4357142857142857,2.155287,7852.1,3190
2003-09-01,.,3.2604761904761905,2.174311,7853.7,3091
2003-10-01,.,3.2745454545454545,2.150681,7867.4,3305
2003-11-01,.,3.3044444444444444,2.025956,7922.6,3324
2003-12-01,.,3.2813636363636364,1.967767,7950.4,3414
2004-01-01,.,3.1505000000000000,1.949813,8007.1,3424
2004-02-01,.,3.0784210526315789,2.037157,8040.4,3532
2004-03-01,.,2.8226086956521739,2.126567,8098.8,3525
2004-04-01,.,3.3414285714285714,2.247883,8107.2,3511
2004-05-01,.,3.7145000000000000,2.228612,8176.5,3710
2004-06-01,.,3.7009523809523810,2.370793,8157.6,3337
2004-07-01,.,3.2280952380952381,2.254997,8236.9,3814
2004-08-01,.,2.8550000000000000,2.249671,8271.6,3541
2004-09-01,.,2.5033333333333333,2.23192,8341.5,3821
2004-10-01,.,2.3400000000000000,2.229333,8397.1,3943
2004-11-01,.,2.2710000000000000,2.293797,8444.5,3472
2004-12-01,.,2.0750000000000000,2.304188,8504.4,4074
2005-01-01,.,1.9270000000000000,2.308836,8497.7,3804
2005-02-01,.,1.6694736842105263,2.279146,8559.1,3965
2005-03-01,.,1.8759090909090909,2.238654,8598.4,4044
2005-04-01,.,1.5647619047619048,2.231837,8678.4,4159
2005-05-01,.,1.1404761904761905,2.350311,8671.6,3797
2005-06-01,.,0.95500000000000000000,2.191008,8753.4,4062
2005-07-01,.,0.93450000000000000000,2.292571,8853.8,4256
2005-08-01,.,0.77347826086956521739,2.256804,8850.1,4142
2005-09-01,.,0.55714285714285714286,2.326514,8900.4,4352
2005-10-01,.,0.70100000000000000000,2.318218,8938.5,4184
2005-11-01,.,0.53700000000000000000,2.424911,8946.2,4248
2005-12-01,.,0.30857142857142857143,2.463042,8981.1,4282
2006-01-01,.,0.11600000000000000000,2.444816,9071.6,4397
2006-02-01,.,0.07842105263157894737,2.492938,9096.0,4325
2006-03-01,.,0.13043478260869565217,2.575349,9132.9,4732
2006-04-01,.,0.22263157894736842105,2.67529,9191.6,4790
2006-05-01,.,0.17818181818181818182,2.778406,9231.8,4463
2006-06-01,.,0.10863636363636363636,3.029284,9259.6,4614
2006-07-01,.,-0.16250000000000000000,3.089187,9343.8,4394
2006-08-01,.,-0.36956521739130434783,3.219901,9342.2,4710
